Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
CANADA WAY & HAZELMERE ST,Casualty,BURNABY,2017,3,49.232179,-122.950737
CANADA WAY & IRIS AVE,Casualty,BURNABY,2017,3,49.246011,-122.975807
CANADA WAY & KINCAID ST,Casualty,BURNABY,2017,3,49.24837,-122.979911
CARDSTON CRT & GOVERNMENT ST,Casualty,BURNABY,2017,3,49.247846,-122.898896
COLBORNE AVE & KINGSWAY,Casualty,BURNABY,2017,3,49.219664,-122.970798
DAWSON ST & ROSSER AVE,Casualty,BURNABY,2017,3,49.264426,-123.006017
DENBIGH AVE & KINGSWAY,Casualty,BURNABY,2017,3,49.223491,-122.984232
DOMINION ST & DOUGLAS RD & GODWIN AVE,Casualty,BURNABY,2017,3,49.256125,-122.982379
DOUGLAS RD & GORING ST,Casualty,BURNABY,2017,3,49.26272,-122.98688
DUFFERIN AVE & KINGSWAY,Casualty,BURNABY,2017,3,49.222377,-122.98075
EASTLAKE DR & UNDERHILL AVE,Casualty,BURNABY,2017,3,49.257865,-122.927675
ELLERSLIE AVE & HASTINGS ST,Casualty,BURNABY,2017,3,49.280237,-122.961415
FRASERTON CRT & NORTH FRASER WAY & NORTHBROOK CRT,Casualty,BURNABY,2017,3,49.200444,-123.01439
GORING ST & HOLDOM AVE,Casualty,BURNABY,2017,3,49.263392,-122.981226
GRANGE ST & MCKAY AVE,Casualty,BURNABY,2017,3,49.230841,-123.001161
GREENFORD AVE & KINGSWAY,Casualty,BURNABY,2017,3,49.218433,-122.959379
GRIFFITHS AVE & IMPERIAL ST,Casualty,BURNABY,2017,3,49.221983,-122.961034
HALLIGAN ST & SALISBURY AVE,Casualty,BURNABY,2017,3,49.222984,-122.957557
HASTINGS ST & SPRINGER AVE,Casualty,BURNABY,2017,3,49.28036,-122.987806
HASTINGS ST & STRATFORD AVE,Casualty,BURNABY,2017,3,49.280336,-122.976877
HASTINGS ST & WARWICK AVE,Casualty,BURNABY,2017,3,49.280335,-122.978165
HAZEL ST & MCMURRAY AVE,Casualty,BURNABY,2017,3,49.228439,-122.996378
IMPERIAL ST & JOFFRE AVE,Casualty,BURNABY,2017,3,49.221971,-123.020631
IMPERIAL ST & MANDY AVE,Casualty,BURNABY,2017,3,49.221938,-123.018066
IMPERIAL ST & MCKAY AVE,Casualty,BURNABY,2017,3,49.221953,-123.008862
IMPERIAL ST & WALTHAM AVE,Casualty,BURNABY,2017,3,49.222027,-122.976318
INMAN AVE & KINGSWAY,Casualty,BURNABY,2017,3,49.232822,-123.015865
KINGSBOROUGH ST & MCKAY AVE,Casualty,BURNABY,2017,3,49.227939,-123.004471
KINGSWAY & OLIVE AVE,Casualty,BURNABY,2017,3,49.231847,-123.009817
KINGSWAY & WALTHAM AVE,Casualty,BURNABY,2017,3,49.220984,-122.976235
LOUGHEED HWY & ROSSER AVE,Casualty,BURNABY,2017,3,49.26648,-123.006016
LOUGHEED HWY & SPRINGER AVE & TURNING LANE,Casualty,BURNABY,2017,3,49.265112,-122.986905
MADISON AVE & PARKER ST,Casualty,BURNABY,2017,3,49.275614,-123.008726
MAYBERRY ST & WILLINGDON AVE,Casualty,BURNABY,2017,3,49.225546,-123.009822
NORTH RD & TRANS-CANADA HWY,Casualty,BURNABY,2017,3,49.242365,-122.892602
ROYAL OAK AVE & SANDERS ST,Casualty,BURNABY,2017,3,49.227918,-122.988939
SARDIS ST & WILLINGDON AVE,Casualty,BURNABY,2017,3,49.233773,-123.003326
11TH AVE & CANADA WAY,Casualty,BURNABY,2017,4,49.217639,-122.932473
11TH AVE & KINGSWAY,Casualty,BURNABY,2017,4,49.214132,-122.938863
14TH AVE & 6TH ST,Casualty,BURNABY,2017,4,49.221894,-122.931293
14TH AVE & CANADA WAY,Casualty,BURNABY,2017,4,49.220056,-122.935711
16TH AVE & 1ST ST,Casualty,BURNABY,2017,4,49.227942,-122.925251
16TH AVE & CUMBERLAND ST,Casualty,BURNABY,2017,4,49.231915,-122.917869
18TH AVE & GRIFFITHS DR,Casualty,BURNABY,2017,4,49.213091,-122.957775
2ND AVE & BOUNDARY RD & E 2ND AVE,Casualty,BURNABY,2017,4,49.26846,-123.023565
6TH ST & EDMONDS ST & TURNING LANE,Casualty,BURNABY,2017,4,49.226175,-122.937081
ALBERT ST & BOUNDARY RD & FRANKLIN ST,Casualty,BURNABY,2017,4,49.282048,-123.023492
ALBERT ST & WILLINGDON AVE,Casualty,BURNABY,2017,4,49.281888,-123.003135
ARCOLA ST & GRIFFITHS AVE,Casualty,BURNABY,2017,4,49.219325,-122.960995
ARDEN AVE & BROADWAY & LAKE CITY WAY,Casualty,BURNABY,2017,4,49.260925,-122.936998
BOUNDARY RD & E 48TH AVE,Casualty,BURNABY,2017,4,49.225198,-123.023479
CAMERON ST & MORREY CRT & MALL ACCESS,Casualty,BURNABY,2017,4,49.253433,-122.896343
CANADA WAY & GILMORE AVE DIVERSION & GILMORE WAY,Casualty,BURNABY,2017,4,49.254628,-123.010722
CANADA WAY & RAYSIDE AVE,Casualty,BURNABY,2017,4,49.238072,-122.958163
CANADA WAY & STANLEY ST,Casualty,BURNABY,2017,4,49.232818,-122.951471
CURTIS ST & DUTHIE AVE,Casualty,BURNABY,2017,4,49.275208,-122.95345
CURTIS ST & HOLDOM AVE & PARKER ST,Casualty,BURNABY,2017,4,49.275482,-122.980983
CURTIS ST & KENSINGTON AVE,Casualty,BURNABY,2017,4,49.275203,-122.970086
CURTIS ST & SPERLING AVE,Casualty,BURNABY,2017,4,49.275197,-122.964627
DELESTRE AVE & NORTH RD,Casualty,BURNABY,2017,4,49.242614,-122.892599
DOUGLAS RD & PARKER ST & TURNING LANE,Casualty,BURNABY,2017,4,49.275736,-123.021936
DOUGLAS RD & SPROTT ST,Casualty,BURNABY,2017,4,49.249978,-122.981052
DOUGLAS RD & STILL CREEK AVE,Casualty,BURNABY,2017,4,49.260778,-122.984608
EDMONDS ST & LINDEN AVE,Casualty,BURNABY,2017,4,49.219203,-122.950141
EDMONDS ST & MARY AVE,Casualty,BURNABY,2017,4,49.221934,-122.945049
ELGIN AVE & KINGSWAY,Casualty,BURNABY,2017,4,49.222927,-122.982478
GILLEY AVE & MARINE DR,Casualty,BURNABY,2017,4,49.205418,-122.978272
GILLEY AVE & OAKLAND ST,Casualty,BURNABY,2017,4,49.229387,-122.971985
GILLEY AVE & RUMBLE ST,Casualty,BURNABY,2017,4,49.214721,-122.972004
GILMORE AVE & PARKER ST,Casualty,BURNABY,2017,4,49.275663,-123.014268
GREENALL AVE & MARINE DR,Casualty,BURNABY,2017,4,49.208282,-123.01789
HASTINGS ST & INGLETON AVE,Casualty,BURNABY,2017,4,49.281081,-123.018624
HASTINGS ST & MADISON AVE,Casualty,BURNABY,2017,4,49.281031,-123.008669
IMPERIAL ST & SPERLING AVE,Casualty,BURNABY,2017,4,49.221936,-122.96475
IMPERIAL ST & WALKER AVE,Casualty,BURNABY,2017,4,49.223988,-122.957144
JERSEY AVE & KINGSWAY,Casualty,BURNABY,2017,4,49.232751,-123.017035
KINGSWAY & RANDOLPH AVE,Casualty,BURNABY,2017,4,49.220271,-122.973476
KINGSWAY & WALKER AVE,Casualty,BURNABY,2017,4,49.218372,-122.952712
KITCHENER ST & WILLINGDON AVE,Casualty,BURNABY,2017,4,49.271949,-123.003195
STILL CREEK AVE & STILL CREEK DR,Casualty,BURNABY,2017,4,49.260991,-123.00595
WILLINGDON AVE & WILLINGDON AVE OFFRAMP,Casualty,BURNABY,2017,4,49.257424,-123.003973
12TH AVE & 6TH ST,Casualty,BURNABY,2017,5,49.220505,-122.929546
BAINBRIDGE AVE & LOUGHEED HWY & TURNING LANE,Casualty,BURNABY,2017,5,49.258691,-122.955968
BERESFORD ST & GILLEY AVE,Casualty,BURNABY,2017,5,49.217151,-122.972072
BETA AVE & CANADA WAY & CAREY AVE,Casualty,BURNABY,2017,5,49.254648,-122.998029
BOUNDARY RD & E 18TH AVE & LAUREL ST,Casualty,BURNABY,2017,5,49.254202,-123.023656
BOUNDARY RD & E 4TH AVE,Casualty,BURNABY,2017,5,49.266627,-123.023572
BOUNDARY RD & KITCHENER ST,Casualty,BURNABY,2017,5,49.272115,-123.023549
BROADWAY & COMO LAKE AVE & NORTH RD,Casualty,BURNABY,2017,5,49.262888,-122.893127
CANADA WAY & HARDWICK ST,Casualty,BURNABY,2017,5,49.251933,-122.989059
CANADA WAY & LAUREL ST & ROYAL OAK AVE,Casualty,BURNABY,2017,5,49.253563,-122.989099
CANADA WAY & ROYAL OAK AVE,Casualty,BURNABY,2017,5,49.253089,-122.989041
CARIBOO PL & GAGLARDI WAY,Casualty,BURNABY,2017,5,49.24808,-122.91286
CENTRAL BLVD & IMPERIAL ST,Casualty,BURNABY,2017,5,49.221946,-122.997103
COCHRANE AVE & NORTH RD,Casualty,BURNABY,2017,5,49.252004,-122.892915
CURRAGH AVE & KINGSWAY,Casualty,BURNABY,2017,5,49.220582,-122.97476
DEER LAKE AVE & DEER LAKE PKY & GILPIN ST,Casualty,BURNABY,2017,5,49.241797,-122.975643
DOUGLAS RD & GILMORE AVE,Casualty,BURNABY,2017,5,49.270289,-123.014237
GOVERNMENT ST & MANCHESTER DR,Casualty,BURNABY,2017,5,49.246919,-122.899251
GRIMMER ST & ROYAL OAK AVE,Casualty,BURNABY,2017,5,49.223475,-122.988917
NORTH RD & ROCHESTER ST,Casualty,BURNABY,2017,5,49.244647,-122.892658
PATTERSON AVE & RUMBLE ST,Casualty,BURNABY,2017,5,49.214843,-123.012359
PENDER ST & WILLINGDON AVE,Casualty,BURNABY,2017,5,49.280098,-123.003157
PHILLIPS AVE & WINSTON ST,Casualty,BURNABY,2017,5,49.249745,-122.948777
PRICE ST & WILDWOOD CRES & WILLINGDON AVE,Casualty,BURNABY,2017,5,49.240235,-123.003396
ROYAL OAK AVE & VICTORY ST,Casualty,BURNABY,2017,5,49.218494,-122.9885
12TH AVE & KINGSWAY,Casualty,BURNABY,2017,6,49.21483,-122.939881
6TH ST & GRAHAM AVE,Casualty,BURNABY,2017,6,49.223174,-122.932914
ALPHA AVE & LOUGHEED HWY,Casualty,BURNABY,2017,6,49.266323,-123.000344
BELL AVE & LOUGHEED HWY,Casualty,BURNABY,2017,6,49.251219,-122.904293
BOUNDARY RD & HENNING DR,Casualty,BURNABY,2017,6,49.26366,-123.023483
BURKE ST & WILLINGDON AVE,Casualty,BURNABY,2017,6,49.236935,-123.00338
CANADA WAY & DOUGLAS RD,Casualty,BURNABY,2017,6,49.249008,-122.980683
CARIBOO RD & STORMONT AVE & TURNING LANE,Casualty,BURNABY,2017,6,49.246049,-122.912461
CENTRAL BLVD & MCKAY AVE,Casualty,BURNABY,2017,6,49.226821,-123.005649
DELTA AVE & PARKER ST,Casualty,BURNABY,2017,6,49.275541,-122.992148
DOUGLAS RD & HALIFAX ST,Casualty,BURNABY,2017,6,49.268139,-123.010808
DUTHIE AVE & HASTINGS ST,Casualty,BURNABY,2017,6,49.280372,-122.953392
EDMONDS ST & GRIFFITHS DR,Casualty,BURNABY,2017,6,49.21409,-122.959093
GILMORE WAY & KINCAID ST & SANDERSON WAY,Casualty,BURNABY,2017,6,49.249205,-123.010114
GREENALL AVE & MARINE WAY,Casualty,BURNABY,2017,6,49.20543,-123.017917
GRIMMER ST & KINGSWAY,Casualty,BURNABY,2017,6,49.223591,-122.98455
HAZEL ST & NELSON AVE & SANDERS ST,Casualty,BURNABY,2017,6,49.227923,-122.994193
JOE SAKIC WAY & KENSINGTON AVE & LAUREL ST,Casualty,BURNABY,2017,6,49.253455,-122.96653
KENSINGTON AVE & SPERLING AVE,Casualty,BURNABY,2017,6,49.260703,-122.964803
KINGSBOROUGH ST & WILLINGDON AVE,Casualty,BURNABY,2017,6,49.228755,-123.006295
10TH AVE & 2ND ST & SECOND ST & TENTH AVE,Casualty,BURNABY,2017,7,49.222306,-122.921408
10TH AVE & CARIBOO RD & E TENTH AVE & SURREY ST & TURNING LANE,Casualty,BURNABY,2017,7,49.23309,-122.901394
16TH AVE & 6TH ST,Casualty,BURNABY,2017,7,49.223841,-122.933743
19TH AVE & 6TH ST,Casualty,BURNABY,2017,7,49.225497,-122.935843
BENNETT ST & NELSON AVE,Casualty,BURNABY,2017,7,49.225181,-122.994212
BOUNDARY RD & E 45TH AVE,Casualty,BURNABY,2017,7,49.229234,-123.023512
BOUNDARY RD & E PENDER ST & PENDER ST,Casualty,BURNABY,2017,7,49.280231,-123.023511
BOUNDARY RD & GRAVELEY ST,Casualty,BURNABY,2017,7,49.270289,-123.023569
BOUNDARY RD & RUMBLE AVE & RUMBLE ST & TURNING LANE,Casualty,BURNABY,2017,7,49.214803,-123.023636
CANADA WAY & SMITH AVE,Casualty,BURNABY,2017,7,49.254685,-123.019784
EDMONDS ST & HUMPHRIES AVE,Casualty,BURNABY,2017,7,49.220911,-122.946958
FELL AVE & HASTINGS ST,Casualty,BURNABY,2017,7,49.280339,-122.975541
GILLEY AVE & IMPERIAL ST,Casualty,BURNABY,2017,7,49.221995,-122.971959
GRANGE ST & SUSSEX AVE,Casualty,BURNABY,2017,7,49.229978,-122.997768
GRIFFITHS DR & RUMBLE ST,Casualty,BURNABY,2017,7,49.215082,-122.960328
HASTINGS ST & HOWARD AVE,Casualty,BURNABY,2017,7,49.280342,-122.983691
IMPERIAL ST & MACPHERSON AVE,Casualty,BURNABY,2017,7,49.221921,-122.983076
IMPERIAL ST & SUSSEX AVE,Casualty,BURNABY,2017,7,49.221947,-123.004999
MARINE DR & PATTERSON AVE,Casualty,BURNABY,2017,7,49.209229,-123.012382
MAYWOOD ST & WILLINGDON AVE,Casualty,BURNABY,2017,7,49.224597,-123.010805
MOSCROP ST & SMITH AVE,Casualty,BURNABY,2017,7,49.242968,-123.019799
16TH AVE & KINGSWAY,Casualty,BURNABY,2017,8,49.217432,-122.945859
ARCOLA ST & KINGSWAY,Casualty,BURNABY,2017,8,49.21907,-122.968039
BOND ST & WILLINGDON AVE,Casualty,BURNABY,2017,8,49.23537,-123.00337
BOUNDARY RD & PARKER ST,Casualty,BURNABY,2017,8,49.275759,-123.023534
CANADA WAY & LEDGER AVE,Casualty,BURNABY,2017,8,49.244035,-122.972036
CANADA WAY & SUMNER AVE,Casualty,BURNABY,2017,8,49.254673,-123.008315
DELTA AVE & DOUGLAS RD & LOUGHEED HWY,Casualty,BURNABY,2017,8,49.2652,-122.992221
GAMMA AVE & HASTINGS ST,Casualty,BURNABY,2017,8,49.280981,-122.994654
HASTINGS ST & SPERLING AVE,Casualty,BURNABY,2017,8,49.280354,-122.964671
KINGSWAY & SOUTHOAKS CRES & SPERLING AVE,Casualty,BURNABY,2017,8,49.218451,-122.964774
NELSON AVE & VICTORY ST,Casualty,BURNABY,2017,8,49.218454,-122.994032
SANDERSON WAY & WILLINGDON AVE,Casualty,BURNABY,2017,8,49.247762,-123.004167
12TH AVE & CANADA WAY,Casualty,BURNABY,2017,9,49.218354,-122.933417
14TH AVE & KINGSWAY,Casualty,BURNABY,2017,9,49.216533,-122.94284
1ST AVE & DOUGLAS RD & GILMORE AVE,Casualty,BURNABY,2017,9,49.269363,-123.014259
BETA AVE & HASTINGS ST,Casualty,BURNABY,2017,9,49.280984,-122.997474
BRIGHTON AVE & GOVERNMENT RD,Casualty,BURNABY,2017,9,49.250802,-122.919011
CARIBOO RD & GOVERNMENT ST,Casualty,BURNABY,2017,9,49.250758,-122.91422
CARLETON AVE & HASTINGS ST,Casualty,BURNABY,2017,9,49.281043,-123.011408
KENSINGTON AVE & KENSINGTON AVE OFFRAMP & KENSINGTON AVE ONRAMP & LOUGHEED HWY & SPERLING AVE & SPERLING AVE OFFRAMP & TURNING LANE,Casualty,BURNABY,2017,9,49.260593,-122.968008
KINGSWAY & MARLBOROUGH AVE,Casualty,BURNABY,2017,9,49.225847,-122.991551
KINGSWAY & MCMURRAY AVE & MALL ACCESS,Casualty,BURNABY,2017,9,49.227438,-122.996408
KINGSWAY & SALISBURY AVE,Casualty,BURNABY,2017,9,49.218429,-122.957522
LAKE CITY WAY & LOUGHEED HWY,Casualty,BURNABY,2017,9,49.254241,-122.938051
NELSON AVE & RUMBLE ST,Casualty,BURNABY,2017,9,49.214833,-122.993898
STILL CREEK DR & WILLINGDON AVE,Casualty,BURNABY,2017,9,49.261823,-123.003369
10TH AVE & CUMBERLAND ST & E TENTH AVE,Casualty,BURNABY,2017,10,49.227292,-122.912147
CLIFF AVE & HASTINGS ST & INLET DR & TURNING LANE,Casualty,BURNABY,2017,10,49.28059,-122.958772
GILMORE AVE & GILMORE AVE DIVERSION & MYRTLE ST & STILL CREEK AVE & TURNING LANE,Casualty,BURNABY,2017,10,49.260836,-123.014251
GILMORE AVE & HASTINGS ST,Casualty,BURNABY,2017,10,49.281047,-123.014159
GLENLYON PKY & MARINE WAY & TURNING LANE,Casualty,BURNABY,2017,10,49.205141,-123.01009
HALIFAX ST & HALIFAX WAY & WILLINGDON AVE,Casualty,BURNABY,2017,10,49.268043,-123.003137
HASTINGS ST & ROSSER AVE,Casualty,BURNABY,2017,10,49.281027,-123.005889
IMPERIAL ST & PATTERSON AVE,Casualty,BURNABY,2017,10,49.221953,-123.012606
KINGSWAY & MACPHERSON AVE,Casualty,BURNABY,2017,10,49.223125,-122.983089
MARINE WAY & NORTH FRASER WAY & TURNING LANE,Casualty,BURNABY,2017,10,49.196613,-122.968537
NORLAND AVE & SPROTT ST & SPROTT ST OFFRAMP,Casualty,BURNABY,2017,10,49.249957,-122.974749
ROYAL OAK AVE & RUMBLE ST,Casualty,BURNABY,2017,10,49.214854,-122.988473
ALPHA AVE & HASTINGS ST,Casualty,BURNABY,2017,11,49.281005,-123.000246
BERESFORD ST & WILLINGDON AVE,Casualty,BURNABY,2017,11,49.227281,-123.007925
BOUNDARY RD & DOMINION ST,Casualty,BURNABY,2017,11,49.256427,-123.023649
CAMERON ST & NORTH RD,Casualty,BURNABY,2017,11,49.253399,-122.892914
CANADA WAY & SPERLING AVE,Casualty,BURNABY,2017,11,49.239789,-122.964681
DAWSON ST & GILMORE AVE & HENNING DR,Casualty,BURNABY,2017,11,49.264483,-123.014313
HASTINGS ST & MACDONALD AVE,Casualty,BURNABY,2017,11,49.281055,-123.016278
BOUNDARY RD & NITHSDALE ST & NORMANDY DR,Casualty,BURNABY,2017,12,49.2515,-123.023656
CANADA WAY & WAYBURNE DR & TURNING LANE,Casualty,BURNABY,2017,12,49.254501,-122.993503
DAWSON ST & WILLINGDON AVE,Casualty,BURNABY,2017,12,49.264432,-123.003199
GILMORE AVE & GRANDVIEW HWY & GRANDVIEW HWY HOV OFFRAMP & GRANDVIEW HWY HOV ONRAMP & GRANDVIEW HWY OFFRAMP & GRANDVIEW HWY ONRAMP & TRANS-CANADA HWY & WILLINGDON AVE OFFRAMP,Casualty,BURNABY,2017,12,49.257731,-123.01791
HASTINGS ST & KENSINGTON AVE,Casualty,BURNABY,2017,12,49.280341,-122.970029
KINGSWAY & SUSSEX AVE,Casualty,BURNABY,2017,12,49.228382,-122.99935
LOUGHEED HWY & MADISON AVE & TURNING LANE,Casualty,BURNABY,2017,12,49.266451,-123.008787
DOVER ST & GRANGE ST & NELSON AVE,Casualty,BURNABY,2017,13,49.229923,-122.9942
BOUNDARY RD & E HASTINGS ST & HASTINGS ST,Casualty,BURNABY,2017,14,49.281139,-123.023506
BOUNDARY RD & MOSCROP ST,Casualty,BURNABY,2017,14,49.242984,-123.023627
BURNABY MOUNTAIN PKY & BURNABY MOUNTAIN PKY OFFRAMP & GAGLARDI WAY & GAGLARDI WAY OFFRAMP & UNIVERSITY DR & UNIVERSITY DR OFFRAMP,Casualty,BURNABY,2017,14,49.273648,-122.925652
GRANDVIEW HWY & GRANDVIEW HWY HOV OFFRAMP & TRANS-CANADA HWY,Casualty,BURNABY,2017,14,49.258332,-123.019801
GRANGE ST & WILLINGDON AVE,Casualty,BURNABY,2017,14,49.231509,-123.003457
HALL AVE & KINGSWAY,Casualty,BURNABY,2017,14,49.218394,-122.954927
KINGSWAY & WILSON AVE,Casualty,BURNABY,2017,14,49.23121,-123.007861
DOVER ST & OAKLAND ST & ROYAL OAK AVE,Casualty,BURNABY,2017,15,49.229914,-122.988907
10TH AVE & E TENTH AVE & MCBRIDE BLVD & MCBRIDE BLVD ONRAMP & TENTH AVE,Casualty,BURNABY,2017,16,49.224688,-122.916996
BOUNDARY RD & MARINE DR & SE MARINE DR,Casualty,BURNABY,2017,16,49.208177,-123.023537
CANADA WAY & IMPERIAL ST,Casualty,BURNABY,2017,16,49.229239,-122.947228
CENTRAL BLVD & WILLINGDON AVE,Casualty,BURNABY,2017,16,49.227649,-123.007555
IMPERIAL ST & WILLINGDON AVE,Casualty,BURNABY,2017,16,49.221954,-123.010867
PARKER ST & WILLINGDON AVE,Casualty,BURNABY,2017,16,49.275593,-123.003173
10TH AVE & GRIFFITHS DR & SOUTHRIDGE DR & TENTH AVE & TWENTIETH ST & TURNING LANE,Casualty,BURNABY,2017,17,49.205812,-122.952118
BOUNDARY RD & E 22ND AVE & ELMWOOD ST,Casualty,BURNABY,2017,17,49.250655,-123.023652
CANADA WAY & GILMORE AVE,Casualty,BURNABY,2017,17,49.254656,-123.013917
HASTINGS ST & HOLDOM AVE,Casualty,BURNABY,2017,17,49.280335,-122.980945
LOUGHEED HWY & SPERLING AVE,Casualty,BURNABY,2017,17,49.259632,-122.964631
MARINE DR & NELSON AVE,Casualty,BURNABY,2017,17,49.207737,-122.998323
BETA AVE & LOUGHEED HWY & TURNING LANE,Casualty,BURNABY,2017,18,49.266252,-122.997628
BYRNE RD & MARINE DR & SOUTHRIDGE DR & TURNING LANE,Casualty,BURNABY,2017,18,49.204864,-122.976067
CANADA WAY & SPROTT ST,Casualty,BURNABY,2017,18,49.249978,-122.982708
MARINE WAY & MARKET CROSSING & TURNING LANE,Casualty,BURNABY,2017,18,49.199728,-122.979026
KINGSWAY & MCKAY AVE,Casualty,BURNABY,2017,19,49.229501,-123.002652
10TH AVE & 6TH ST & SIXTH ST & TENTH AVE,Casualty,BURNABY,2017,20,49.218965,-122.92762
BROADWAY & KENSINGTON AVE,Casualty,BURNABY,2017,20,49.262619,-122.970155
IMPERIAL ST & ROYAL OAK AVE,Casualty,BURNABY,2017,20,49.221915,-122.988734
KENSINGTON AVE & SPROTT ST,Casualty,BURNABY,2017,20,49.249919,-122.966573
MARINE WAY & NELSON AVE & TURNING LANE,Casualty,BURNABY,2017,20,49.20385,-122.999562
STILL CREEK AVE & WILLINGDON AVE,Casualty,BURNABY,2017,20,49.260342,-123.003743
EDMONDS ST & KINGSWAY & TURNING LANE,Casualty,BURNABY,2017,21,49.218316,-122.951539
BOUNDARY RD & BOUNDARY RD OFFRAMP & BOUNDARY RD ONRAMP & TRANS-CANADA HWY,Casualty,BURNABY,2017,24,49.261007,-123.023626
BRIGHTON AVE & LOUGHEED HWY & PRODUCTION WAY & TURNING LANE,Casualty,BURNABY,2017,24,49.25327,-122.918953
GILMORE AVE & LOUGHEED HWY & TURNING LANE,Casualty,BURNABY,2017,24,49.266065,-123.014346
1ST AVE & BOUNDARY RD & E 1ST AVE,Casualty,BURNABY,2017,25,49.269397,-123.023574
BOUNDARY RD & LOUGHEED HWY,Casualty,BURNABY,2017,25,49.26558,-123.023589
DEER LAKE PKY & ROYAL OAK AVE,Casualty,BURNABY,2017,25,49.239829,-122.989004
SPROTT ST & SPROTT ST OFFRAMP & SPROTT ST ONRAMP & TRANS-CANADA HWY,Casualty,BURNABY,2017,25,49.249951,-122.973461
BURRIS ST & CANADA WAY,Casualty,BURNABY,2017,26,49.235741,-122.95476
HOLDOM AVE & LOUGHEED HWY,Casualty,BURNABY,2017,26,49.264897,-122.981205
BOUNDARY RD & CANADA WAY,Casualty,BURNABY,2017,27,49.254725,-123.023504
BOUNDARY RD & MARINE WAY & TURNING LANE,Casualty,BURNABY,2017,27,49.205426,-123.023441
CANADA WAY & DEER LAKE PKY & NORLAND AVE,Casualty,BURNABY,2017,27,49.245548,-122.974614
GRIFFITHS AVE & GRIFFITHS DR & KINGSWAY,Casualty,BURNABY,2017,27,49.218436,-122.960987
HASTINGS ST & WILLINGDON AVE,Casualty,BURNABY,2017,27,49.281015,-123.003121
KINGSWAY & NELSON AVE,Casualty,BURNABY,2017,27,49.226717,-122.99422
AUSTIN AVE & AUSTIN RD & NORTH RD,Casualty,BURNABY,2017,29,49.249073,-122.892859
IMPERIAL ST & NELSON AVE,Casualty,BURNABY,2017,29,49.221948,-122.994179
10TH AVE & KINGSWAY & TENTH AVE & TWELFTH ST,Casualty,BURNABY,2017,30,49.213429,-122.937862
IMPERIAL ST & KINGSWAY & RUSSELL AVE,Casualty,BURNABY,2017,30,49.221969,-122.979322
DEER LAKE PKY & MOSCROP ST & WILLINGDON AVE,Casualty,BURNABY,2017,31,49.242961,-123.003329
BROADWAY & GAGLARDI WAY & TURNING LANE,Casualty,BURNABY,2017,33,49.259996,-122.908803
LOUGHEED HWY & WILLINGDON AVE,Casualty,BURNABY,2017,36,49.266408,-123.003199
GRANDVIEW HWY & GRANDVIEW HWY HOV ONRAMP & GRANDVIEW HWY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & WILLINGDON AVE & WILLINGDON AVE OFFRAMP & EMERGENCY LANE,Casualty,BURNABY,2017,37,49.257636,-123.004065
GAGLARDI WAY OFFRAMP & TRANS-CANADA HWY,Casualty,BURNABY,2017,38,49.242676,-122.914583
GILLEY AVE & KINGSWAY,Casualty,BURNABY,2017,38,49.219925,-122.972035
GRANGE ST & PATTERSON AVE,Casualty,BURNABY,2017,38,49.232994,-123.013519
KINGSWAY & ROYAL OAK AVE,Casualty,BURNABY,2017,39,49.225,-122.988934
AUSTIN RD & GOVERNMENT ST & LOUGHEED HWY & TURNING LANE,Casualty,BURNABY,2017,41,49.248552,-122.897547
GAGLARDI WAY ONRAMP & TRANS-CANADA HWY,Casualty,BURNABY,2017,41,49.242626,-122.914669
10TH AVE & CANADA WAY & EIGHTH ST & TENTH AVE,Casualty,BURNABY,2017,44,49.216882,-122.931469
BOUNDARY RD & E 49TH AVE & IMPERIAL ST,Casualty,BURNABY,2017,44,49.221948,-123.023697
LOUGHEED HWY & NORTH RD & TURNING LANE,Casualty,BURNABY,2017,44,49.245916,-122.892678
CANADA WAY & EDMONDS ST,Casualty,BURNABY,2017,45,49.224089,-122.940994
KENSINGTON AVE & KENSINGTON AVE OFFRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP,Casualty,BURNABY,2017,45,49.243677,-122.967599
KINGSWAY & WILLINGDON AVE & TURNING LANE,Casualty,BURNABY,2017,45,49.230223,-123.004835
CANADA WAY & GILPIN ST & KENSINGTON AVE & TURNING LANE,Casualty,BURNABY,2017,47,49.241592,-122.968214
GAGLARDI WAY & LOUGHEED HWY & TURNING LANE,Casualty,BURNABY,2017,50,49.252391,-122.912547
KENSINGTON AVE & TRANS-CANADA HWY,Casualty,BURNABY,2017,54,49.243752,-122.967488
CANADA WAY & WILLINGDON AVE,Casualty,BURNABY,2017,55,49.254637,-123.004255
BYRNE RD & MARINE WAY & TURNING LANE,Casualty,BURNABY,2017,56,49.20201,-122.981899
BOUNDARY RD & KINGSWAY & TURNING LANE,Casualty,BURNABY,2017,68,49.232291,-123.023538
CARIBOO RD & GAGLARDI WAY,Casualty,BURNABY,2017,79,49.247738,-122.912997
BOUNDARY RD & GRANDVIEW HWY & GRANDVIEW HWY ONRAMP,Casualty,BURNABY,2017,84,49.258209,-123.023636
TRANS-CANADA HWY & WILLINGDON AVE,Casualty,BURNABY,2017,86,49.257524,-123.003967
